id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
3151990004,Czechoslovakia,315,1990,Europe,1,4,26.0,8.0,1990.0,26.0,8.0,1990.0,0.0,Ruzomberok,>10000,> 30000,slovaks,"political behavior, process",,,,ignore,,,,,,,"slovak rally demands an independent state. the new york times. august 27, 1990 , monday, late edition final : 163 words.;","tens of thousands of slovaks demanding an independent state demonstrated today at a rally that was part of a separatist upsurge since the end of communist rule in czechoslovakia. the state news agency c.t.k. said crowds chanted, long live the slovak state! and shouted their support when organizers read a seven point declaration calling on the slovak parliament and government to make the republic an independent state.",'Ruzomberok',"'Ruzomberok',Czechoslovakia",,,,,,,,,,,,,,,,,,,Ružomberok,49.07372000000004,19.302880000000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251990001,Italy,325,1990,Europe,1,1,13.0,7.0,1990.0,13.0,7.0,1990.0,1.0,Sicilian town of Ribera,100-999,> 50,farmers,"political behavior, process",,,,ignore,,,,,,,"sicilians riot over water shortage. the times. july 14, 1990 , saturday : 174 words.;",farmers chanting we want water yesterday accused local politicians of negelecting the situation. they demonstrated outside a town hall destroyed by fire on thursday after hundreds of people from ribera and surrounding farms stormed the building and set fire to smashed furniture. they vowed to continue demonstrating till the situation improves. extra carabinieri have been dispatched to maintain order.,"'Sicilian', 'Ribera'","'Sicilian',Italy","'Ribera',Italy",,,,,,,,,,,,,,,,,,Sicilian,45.47022000000004,9.186550000000068,"Ribera, Agrigento",37.50470000000007,13.272250000000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391990001,Albania,339,1990,Europe,1,1,6.0,7.0,1990.0,6.0,7.0,1990.0,0.0,Tirana,5000-10000,Thousands ,protestors,"political behavior, process",,,,beatings,crowd dispersal,,,,,,"albanian protesters beaten. the times. july 7, 1990 , saturday : 246 words.;",thousands of protesters in tirana last night called on albania s leadership to adopt reforms while hundreds scaled the walls of foreign embassies seeking refuge. the austria press agency said that albanian police with truncheons attacked pro democracy demonstrators. ten thousand people gathered in a central square as the communist party s central committee held a meeting.,'Tirana',"'Tirana',Albania",,,,,,,,,,,,,,,,,,,Albania,41.32146000000006,19.81371000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391990002,Albania,339,1990,Europe,1,2,9.0,12.0,1990.0,9.0,12.0,1990.0,1.0,Tirana,1000-1999,hundreds,students,"political behavior, process",,,,beatings,accomodation,,,,,,"1. albanian students ignite protest. the new york times. december 10, 1990 , monday, late edition final : 262 words. 2. albanians protest. the times. december 10, 1990 , monday : 50 words. 3. albanian president to meet striking students. the new york times. december 11, 1990 , tuesday, late edition final : 401 words.;","hundreds of students chanting reforms! and no dictatorship! clashed with the police today in the albanian capital, tirana, in a protest unparalleled under communist rule, diplomats said. the diplomats, reached by telephone from vienna, said the clash had occurred when riot policemen had surrounded 500 to 1,000 students marching from their campus toward the city center and charged them with batons.",'Tirana',"'Tirana',Albania",,,,,,,,,,,,,,,,,,,Albania,41.32146000000006,19.81371000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391990003,Albania,339,1990,Europe,1,3,12.0,12.0,1990.0,12.0,12.0,1990.0,0.0,Tirana,5000-10000,> 9000,students and other people,"political behavior, process",police brutality,,,beatings,,,,,,,"reform offer fails to quell political unrest in albania. the times. december 13, 1990 , thursday : 566 words.;","as student sit in protests continued yesterday, thousands of people gathered in tirana, the albanian capital, to found the country s first nominally independent opposition party. but the continuing unrest illustrated that president alia has failed to satisfy demands for multiparty elections and other reforms. one student has died in the protests, which began on sunday, apparently because of power failures at a student dormitory. at least three other students have been seriously injured in clashes between police and about 9,000 students.",'Tirana',"'Tirana',Albania",,,,,,,,,,,,,,,,,,,Albania,41.32146000000006,19.81371000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391990004,Albania,339,1990,Europe,1,4,13.0,12.0,1990.0,13.0,12.0,1990.0,1.0,"Tirana, Shkoder and Kavaje",1000-1999,> 50,"rioters, students, workers","political behavior, process",,,,crowd dispersal,,,,,,,"1. albanian rioters said to attack public buildings. the new york times. december 14, 1990 , friday, late edition final : 533 words. 2. albanian unrest. the times. december 14, 1990 , friday : 190 words.;","rioters attacked public buildings in the northern albanian city of shkoder today, wounding several policemen, the official press agency reported. there were also reports of violence in the industrial town of kavaje, a scene of anti communist demonstrations in the spring and summer. police and army units were deployed in shkoder and kavaje to curb rioters, the press agency and witnesses said. as albanian students continued their demonstrations workers from the factories of tirana yesterday came out in support of the students. security police guarding public buildings, including television and radio, have been reinforcd in the capital, according to witnesses.","'Tirana', 'Shkoder', 'Kavaje'","'Tirana',Albania","'Shkoder',Albania","'Kavaje',Albania",,,,,,,,,,,,,,,,,Albania,41.32146000000006,19.81371000000007,Shkodër,42.06791000000004,19.512410000000045,"Kavajë, Tiranë",41.184870000000046,19.560880000000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391990005,Albania,339,1990,Europe,1,5,15.0,12.0,1990.0,16.0,12.0,1990.0,1.0,across Albania,>10000,Tens of thousands,"people, students, workers","political behavior, process",police brutality,,,crowd dispersal,beatings,accomodation,,,,,"1. anti party protests continue in albania. the new york times. december 16, 1990 , sunday, late edition final : 571 words. 2. rioting spreads in albania. the times. december 17, 1990 , monday : 464 words. 3. albania recognizes first opposition party. the new york times. december 20, 1990 , thursday, late edition final : 197 words.;","anti communist demonstrators were out in force in albanian cities today for the fourth successive day, the official press agency and people reached by telephone in albania said. but there were no reports of violence after three nights in which rioters attacked communist party headquarters and monuments in elbasan and shkoder and damaged bookstores and other shops in kavaje and durres. there were also unconfirmed reports of demonstrations in the southern coastal resort city of saranda, an area where ethnic greeks are numerous. at noon today, according to a caller from elbasan, a large crowd assembled in front of the district party headquarters, demanding the release of 100 demonstrators arrested on friday night during clashes in which six police officers were wounded. they were driven back by police units, he said. last sunday, thousands of tirana university students began demonstrations against the communist regime in the capital, and on tuesday won concessions from president ramiz alia, who endorsed the establishment of opposition political parties for the first time and dismissed five members of the politburo.",'Albania',"'Albania',Albania",,,,,,,,,,,,,,,,,,,"Albania, Morrorico, Bucaramanga, Santander",7.13110000000006,-73.10609999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990001,Yugoslavia,345,1990,Europe,1,1,22.0,1.0,1990.0,22.0,1.0,1990.0,0.0,Pristina,50-99,50+,"ethnic albanians, mostly university students","political behavior, process",police brutality,removal of politician,,ignore,,,,,,,"upheaval in the east: yugoslavia; police in kosovo break up albanian protest the new york times, january 25, 1990, thursday, late edition final, section a; page 8, column 1; foreign desk, 277 words, ap clash sparks fears of new ethnic unrest in kosovo; yugoslavian unrest the times london , january 25 1990, thursday, issue 63612., 487 words, from dessa trevisan, belgrade;","??the crowd, consisting mainly of university students and construction workers, had gathered to demand that the authorities end emergency rule and halt what they say are political trials, police brutality and the detention of political prisoners. a smaller protest with similar demands occurred in pristina on tuesday. the demonstrators demanded a change in what they described as anti albanian discrimination and called for free elections in kosovo. they demanded the resignation of rahman morina, the province s communist leader, and jusuf karakusi, the police chief. ?? this is the smaller protest that occurred on tuesday. ??university students began the fresh protests on tuesday night after the ruling yugoslav league of communists party congress was suspended when the slovene delegation walked out, freezing all ties with the leadership and provoking a crisis generally regarded as marking the party s demise. workers and onlookers joined the throng yesterday. ??",'Pristina',"'Pristina',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990002,Yugoslavia,345,1990,Europe,1,2,24.0,1.0,1990.0,24.0,1.0,1990.0,0.0,Pristina,>10000,40000,ethnic albanians mostly university students and contraction workers,"political behavior, process",police brutality,,,crowd dispersal,arrests,,,,,,"upheaval in the east: yugoslavia; police in kosovo break up albanian protest the new york times, january 25, 1990, thursday, late edition final, section a; page 8, column 1; foreign desk, 277 words, ap;","??riot policemen used tear gas and water cannon today to disperse about 40,000 ethnic albanians demanding the lifting of emergency rule in kosovo province, witnessess said. the action came after an officer repeatedly told protesters to end the peaceful demonstration in pristina, the capital of the province, which is torn by ethnic strife. there were no reports of casualties. about 10 people were said to have been arrested as the crowd withdrew. the crowd, consisting mainly of university students and construction workers, had gathered to demand that the authorities end emergency rule and halt what they say are political trials, police brutality and the detention of political prisoners. ??",'Pristina',"'Pristina',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990003,Yugoslavia,345,1990,Europe,1,3,25.0,1.0,1990.0,25.0,1.0,1990.0,1.0,Pristina,50-99,50+,ethnic albanians,"political behavior, process",removal of politician,,,crowd dispersal,,,,,,,"upheaval in the east; five are killed in ethnic violence in a strife torn yugoslav province the new york times, january 28, 1990, sunday, late edition final, section 1; part 1, page 14, column 1; foreign desk, 521 words, reuters;","??at least five ethnic albanians were killed in gun battles with the police today, the fifth day of riots in the yugoslav province of kosovo, the official press agency tanyug said. ?? this is one of the five days of violent riots. ??the crowd, consisting mainly of university students and construction workers, had gathered to demand that the authorities end emergency rule and halt what they say are political trials, police brutality and the detention of political prisoners. ?? ??",'Pristina',"'Pristina',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990004,Yugoslavia,345,1990,Europe,1,4,26.0,1.0,1990.0,26.0,1.0,1990.0,1.0,Pec and Titova Mitrovica,100-999,100s,ethnic albanians,removal of politician,"political behavior, process",,,crowd dispersal,,,,,,,"upheaval in the east: yugoslavia; protesters fire at yugoslav police the new york times, january 27, 1990, saturday, late edition final, section 1; page 7, column 4; foreign desk, 336 words, reuters;","??ethnic albanian protesters opened fire with handguns at police officers today on the third day on unrest in the kosovo region of southern yugoslavia, witnesses said. they said hundreds of albanian demonstrators in the towns of pec and titova mitrovica set up barricades and shot at advancing riot police officers. the policemen, wearing helmets and bullet proof vests, did not return fire. there were no reports of casualties. albanians in kosovo are demanding the resignation of local leaders, free elections and release of political prisoners. in podujevo, 20 miles north of pristina, the capital of kosovo, the police fired tear gas at several hundred demonstrators and chased them through the town s muddy streets. ?? although it mentions this was the third day of unrest, there is not enough information about thursdays protest to code. furthermore, there were protests on tuesday, wednesday, and friday coded which leads me to believe these are the three days of unrest. there is also no indication of where in kosovo the unrest on the second day occurred.","'Pec', 'Titova Mitrovica'","'Pec',Yugoslavia","'Titova Mitrovica',Yugoslavia",,,,,,,,,,,,,,,,,,Yugoslavia,-17.416379999999947,-66.15869999999995,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990005,Yugoslavia,345,1990,Europe,1,5,27.0,1.0,1990.0,27.0,1.0,1990.0,0.0,Zagreb,>10000,10000+,students,"price increases, tax policy",,,,ignore,,,,,,,"upheaval in the east; five are killed in ethnic violence in a strife torn yugoslav province the new york times, january 28, 1990, sunday, late edition final, section 1; part 1, page 14, column 1; foreign desk, 521 words, reuters ;","??a separate demonstration in yugoslavia s second biggest city, zagreb, drew more than 10,000 students into the streets to protest soaring inflation and a decline in living standards, witnesses said. ??",'Zagreb',"'Zagreb',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990006,Yugoslavia,345,1990,Europe,1,6,27.0,1.0,1990.0,27.0,1.0,1990.0,1.0,"Pristina, Orahovac, Pec, Suva, Reka, Dusanovac,Gnjilane Brestovac",2000-4999,1000s,ethnic albanians,"political behavior, process",removal of politician,,,crowd dispersal,shootings,killings,,,,,"upheaval in the east; five are killed in ethnic violence in a strife torn yugoslav province the new york times, january 28, 1990, sunday, late edition final, section 1; part 1, page 14, column 1; foreign desk, 521 words, reuters upheaval in the east; ethnic albanian protesters battle with yugoslav police the new york times, january 29, 1990, monday, late edition final, section a; page 9, column 6; foreign desk, 111 words, ap strife continues in yugoslavia; police fire on albanians in troubled serbian region the washington post, january 29, 1990, monday, final edition, first section; page a15, 1087 words, blaine harden, washington post foreign service yugoslav government seeks end to kosovo bloodshed the times london , january 30 1990, tuesday, issue 63616., 1015 words, from dessa trevisan, belgrade ;","??it was the sixth straight day of riots in kosovo, ?? ??witnesses said four people were killed in orahovac and one in pec, where hundreds of ethnic albanians demonstrated to call for free elections, the resignation of local leaders and the release of political prisoners. tanyug confirmed five deaths and said demonstrations also took place in the towns of suva reka, dusanovac and gnjilane. a radio station in pristina, the provincial capital, said an undetermined number of people, including policemen, were injured in the clashes and at least five were taken to hospitals. it reported that peasants joined the demonstrators in orahovac, where cars were destroyed in the most violent clash since the riots began. ?? ??on saturday, at least six ethnic albanian demonstrators were killed by police bullets in kosovo, and scores were wounded, according to local doctors and news reports. ?? ??most of the clashes over the weekend between demonstrators and police occurred in the village of brestovac, where police claimed that shots were fired under cover of tear gas. the police said it was left no choice but to return the fire, but yugoslav journalists who visited the village reported young albanians saying that there was no provocation and that the police ambushed about a 1,000 demonstrators without any warning, first attacking with tear gas and then opening fire. ??","'Pristina', 'Orahovac', 'Pec', 'Suva', 'Reka', 'Dusanovac', 'Gnjilane Brestovac'","'Pristina',Yugoslavia","'Orahovac',Yugoslavia","'Pec',Yugoslavia","'Suva',Yugoslavia","'Reka',Yugoslavia","'Dusanovac',Yugoslavia","'Gnjilane Brestovac',Yugoslavia",,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,Yugoslavia,-17.416379999999947,-66.15869999999995,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,Yugoslavia,-17.416379999999947,-66.15869999999995,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990007,Yugoslavia,345,1990,Europe,1,7,28.0,1.0,1990.0,28.0,1.0,1990.0,1.0,"Suva, Reka, Brestovac",5000-10000,6000,ethnic albanians,"political behavior, process",removal of politician,,,shootings,killings,crowd dispersal,,,,,"more protesters killed by police in tense kosovo; yugoslavia the times london , january 29 1990, monday, issue 63615., 563 words, from dessa trevisan, belgrade yugoslav government seeks end to kosovo bloodshed the times london , january 30 1990, tuesday, issue 63616., 1015 words, from dessa trevisan, belgrade;","??the death toll in the troubled kosovo region rose to at least 14 as demonstrations continued for the fifth consecutive day and regional leaders appealed to the nation, describing the situation as grave. the yugoslav news agency reported that one person was killed and several wounded in suva reka, where, late yesterday, some 6,000 young albanians demonstrated and clashed with the police, who opened fire on them. but independent witnesses claim they saw four people killed when the police tried to break through the barricades and then opened fire. in at least two towns demonstrators attacked the police station and the party headquarters. ?? ??yugoslav riot police fired automatic weapons and hundreds of tear gas canisters today at a crowd of 7,500 chanting, stone throwing ethnic albanians who encircled this town in the turbulent serbian province of kosovo. state television said at least one person was killed and three seriously wounded. ?? ??most of the clashes over the weekend between demonstrators and police occurred in the village of brestovac, where police claimed that shots were fired under cover of tear gas. the police said it was left no choice but to return the fire, but yugoslav journalists who visited the village reported young albanians saying that there was no provocation and that the police ambushed about a 1,000 demonstrators without any warning, first attacking with tear gas and then opening fire. ??","'Suva', 'Reka', 'Brestovac'","'Suva',Yugoslavia","'Reka',Yugoslavia","'Brestovac',Yugoslavia",,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,Yugoslavia,-17.416379999999947,-66.15869999999995,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990008,Yugoslavia,345,1990,Europe,1,8,29.0,1.0,1990.0,29.0,1.0,1990.0,0.0,"Urosevac, Gnjilane, Poujevo",100-999,100s,ethnic albanians,"political behavior, process",,,,killings,crowd dispersal,,,,,,"upheaval in the east; 2 die in ethnic protests in a yugoslav province the new york times, january 30, 1990, tuesday, late edition final, section a; page 14, column 6; foreign desk, 201 words, ap casualty toll mounts in yugoslav strife the washington post, january 30, 1990, tuesday, final edition, first section; page a15, 619 words, blaine harden, washington post foreign service;","??at least 2 ethnic albanians were killed and 20 seriously injured today in battles with the police on the sixth day of unrest in kosovo province. eight deaths have been confirmed since wednesday in the latest wave of violence between the police and ethnic albanians, who demand free elections and the lifting of a state of emergency. the official press agency tanyug said that one protester was killed in urosevac, 30 miles south of pristina, the provincial capital of kosovo, and that the second died in gnjilane, 6 miles south of the city ??riots began last year after the serbian republic made constitutional changes to take tighter control of kosovo province, in which 90 percent of the people are ethnic albanians. tensions were heightened today by the resumption of trial proceedings against 14 ethnic albanians who are charged with inciting a wave of unrest last year that left at least 25 people dead. after a brief session, the trial was rescheduled for monday. ??","'Urosevac', 'Gnjilane', 'Poujevo'","'Urosevac',Yugoslavia","'Gnjilane',Yugoslavia","'Poujevo',Yugoslavia",,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990009,Yugoslavia,345,1990,Europe,1,9,30.0,1.0,1990.0,30.0,1.0,1990.0,1.0,Podujevo,5000-10000,6000,ethnic albanians,"political behavior, process",removal of politician,,,killings,crowd dispersal,,,,,,"upheaval in the east: yugoslavia; 5 more are killed in yugoslav riots the new york times, january 31, 1990, wednesday, late edition final, section a; page 11, column 1; foreign desk, 457 words, reuters upheaval in the east: yugoslavia; 3 more ethnic albanians reported slain in southern province the new york times, february 1, 1990, thursday, late edition final, section a; page 12, column 1; foreign desk, 619 words, ap;","??at least five people were reported killed tuesday as riots swept the southern yugoslav province of kosovo, and belgrade television said the situation was approaching civil war ??.up to 22 people have been reported killed in a week of battles between the police and ethnic albanians demanding free elections in yugoslavia, the resignation of kosovo s serbian controlled leaders and the release of political prisoners. ??",'Podujevo',"'Podujevo',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990010,Yugoslavia,345,1990,Europe,1,10,31.0,1.0,1990.0,31.0,1.0,1990.0,0.0,Belgrade,>10000,10000s,protesters,"political behavior, process",removal of politician,,,ignore,,,,,,,"upheaval in the east: yugoslavia; 3 more ethnic albanians reported slain in southern province the new york times, february 1, 1990, thursday, late edition final, section a; page 12, column 1; foreign desk, 619 words, ap;","in belgrade, capital of both yugoslavia and serbia, the country s largest republic, crowds estimated in the tens of thousands held rallies against the ethnic albanians. as many as 5,000 students assembled at midnight tuesday in front of the federal parliament building, demanding weapons so they could fight for the slavic minority in kosovo. they proclaimed a general strike and demanded the resignation of the highest organs of the federation unless nationalist and vandalist rioting by ethnic albanian terrorists stopped within 48 hours. ??",'Belgrade',"'Belgrade',Yugoslavia",,,,,,,,,,,,,,,,,,,Jugoslavija,44.83015000000006,20.419650000000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990011,Yugoslavia,345,1990,Europe,1,11,31.0,1.0,1990.0,31.0,1.0,1990.0,0.0,Belgrade,5000-10000,7000,young serbians,"political behavior, process",,,,ignore,,,,,,,"unrest spreads to belgrade as riots worsen in kosovo; yugoslavia the times london , january 31 1990, wednesday, issue 63617., 714 words;","??thousands of young serbians marched on yugoslavia s federal parliament in belgrade yesterday and called on the country s leaders to end the riots in the kosovo province or resign. if the nationalist rampage of albanian terrorists is not stopped, we demand the top organizations of the federation to hand in their resignations within 48 hours, belgrade radio quoted protesters as saying in a statement. ??",'Belgrade',"'Belgrade',Yugoslavia",,,,,,,,,,,,,,,,,,,Jugoslavija,44.83015000000006,20.419650000000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990012,Yugoslavia,345,1990,Europe,1,12,31.0,1.0,1990.0,31.0,1.0,1990.0,0.0,Ivangrad,>10000,10000,protesters,"political behavior, process",,,,ignore,,,,,,,"upheaval in the east: yugoslavia; 3 more ethnic albanians reported slain in southern province the new york times, february 1, 1990, thursday, late edition final, section a; page 12, column 1; foreign desk, 619 words, ap;","at ivangrad, a montenegrin town, 10,000 people demonstrated against albanian separatists and slovenian and croatian leaders supporting them, tanjug said. this protest seems to have a different demand that the one in titograde",'Ivangrad',"'Ivangrad',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990013,Yugoslavia,345,1990,Europe,1,13,31.0,1.0,1990.0,31.0,1.0,1990.0,1.0,"Lipljani, Ada, Glogovac, Vucitrn, Podujevo, Streoci, Malisevo, Titova, Mitrovica",2000-4999,1000s,ethnic albanians,"political behavior, process",removal of politician,,,crowd dispersal,killings,shootings,,,,,"upheaval in the east: yugoslavia; 3 more ethnic albanians reported slain in southern province the new york times, february 1, 1990, thursday, late edition final, section a; page 12, column 1; foreign desk, 619 words, ap yugoslav presidency acts to halt bloodshed the times, february 1, 1990, thursday, overseas news, 749 words, from dessa trevisan, belgrade upheaval in the east: yugoslavia; yugoslavia sends troops to province as 6 are slain in strife the new york times, february 2, 1990, friday, late edition final, section a; page 12, column 2; foreign desk, 543 words, reuters;","??three ethnic albanians were reported killed today in kosovo, bringing the total to at least 16 since riots began last week in the poor southern province adjacent to albania. ?? ethnic albanians were demanding free elections as well as the resignation of political leaders ??the three deaths today were reported in glogovac village, about 12 miles south of pristina, the capital of kosovo, according to the official press agency, tanjug. five people were injured in glogovac and the police used a helicopter to disperse several thousand aggressive protesters, the agency said, without giving details. ?? ??violence spread through kosovo on wednesday. at vucitrn, 20 miles northwest of pristina, five demonstrators were reported injured, apparently in clashes with the police. about 3,000 people assembled in podujevo, a focal point of albanian protest 20 miles north of pristina, and about 1,000 others rallied at streoci, 45 miles to the west. at malisevo, where radio pristina reported two deaths tuesday, three ethnic albanians were buried wednesday at a ceremony attended by 2,000 people. the police, using tear gas, prevented 200 ethnic albanians from joining an equal number of others in the streets of titova mitrovica, 25 miles northwest of pristina, and a protest was reported in ada, 10 miles west of the provincial capital. ??","'Lipljani', 'Ada', 'Glogovac', 'Vucitrn', 'Podujevo', 'Streoci', 'Malisevo', 'Titova', 'Mitrovica'","'Lipljani',Yugoslavia","'Ada',Yugoslavia","'Glogovac',Yugoslavia","'Vucitrn',Yugoslavia","'Podujevo',Yugoslavia","'Streoci',Yugoslavia","'Malisevo',Yugoslavia","'Titova',Yugoslavia","'Mitrovica',Yugoslavia",,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,Yugoslavia,-17.416379999999947,-66.15869999999995,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990014,Yugoslavia,345,1990,Europe,1,14,31.0,1.0,1990.0,31.0,1.0,1990.0,1.0,Titograd,>10000,100000,slavs,"political behavior, process",,,,ignore,,,,,,,"upheaval in the east: yugoslavia; 3 more ethnic albanians reported slain in southern province the new york times, february 1, 1990, thursday, late edition final, section a; page 12, column 1; foreign desk, 619 words, ap;","??in the neighboring republic of montenegro, more than 100,000 slavs, some firing guns into the air, demonstrated for law and order in kosovo, where albanians outnumber slavs by 9 to 1. ?? ??the belgrade television showed a huge rally of slavs in titograd, capital of montenegro, and estimated the crowd at 100,000. gunfire could be heard and speakers implored the demonstrators to stop firing handguns. ?? ?? ??one speaker said montenegrin volunteers were signing up to fight ethnic albanians in kosovo unless the authorities there use all available methods, including repression, to end the albanian uprising. ?? ?? ??",'Titograd',"'Titograd',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451990015,Yugoslavia,345,1990,Europe,1,15,1.0,2.0,1990.0,1.0,2.0,1990.0,1.0,Podujevo,50-99,50+,protesters,"political behavior, process",,,,crowd dispersal,beatings,,,,,,"serbian troops pour into sullen kosovo the times, february 2, 1990, friday, overseas news, 933 words, from philip jacobson, podujevo;","??a big demonstration was planned for midday, and although the streets of podujevo were relatively calm, the tension mounted as crowds of young people some barely in their teens began gathering outside buildings guarded by local policemen with elderly ak 47 rifles and wooden batons. on the stroke of noon, the first shouts of democracy rang out, and a moment later the first tear gas canisters were hissing through the air and the special police squads were suddenly among us, flailing at demonstrators with rubber truncheons. ??",'Podujevo',"'Podujevo',Yugoslavia",,,,,,,,,,,,,,,,,,,"Yugoeslavia, Anzoátegui",8.195830000000058,-64.50379999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
